Rank,Company,Industry,Revenue,Profit,Profit %,Year,Employees
417,Metaldyne,Automotive,599.1,2.9,0.004840594,1986,
174,Mack Trucks,Automotive,2105.5,75,0.035620993,1985,
348,Sheller-Globe,Automotive,816.4,34.8,0.042626164,1985,
259,Mack Trucks,Automotive,1216.8,-26.2,-0.021531887,1984,
405,Sheller-Globe,Automotive,607.9,16.6,0.027307123,1984,
86,Bendix,Automotive,4092.1,132.8,0.032452775,1983,
449,Sheller-Globe,Automotive,500.2,14.1,0.028188725,1983,
86,Bendix,Automotive,4393.1,452.8,0.103070725,1982,
466,Sheller-Globe,Automotive,512.1,18.9,0.036906854,1982,
87,Bendix,Automotive,4270.4,191.6,0.044866991,1981,
465,Sheller-Globe,Automotive,517.8,-20,-0.038624952,1981,
88,Bendix,Automotive,3828.7,162.6,0.042468723,1980,
372,Sheller-Globe,Automotive,656.4,13.7,0.02087142,1980,
75,Bendix,Automotive,3625.5,129.6,0.035746794,1979,
366,Sheller-Globe,Automotive,600.3,16.5,0.027486257,1979,
73,Bendix,Automotive,3283.2,118.1,0.035971004,1978,
375,Sheller-Globe,Automotive,533.1,16.5,0.030951041,1978,
70,Bendix,Automotive,2947,104.7,0.035527655,1977,
384,Sheller-Globe,Automotive,480.5,20.8,0.043288241,1977,
70,Bendix,Automotive,2589.7,79.8,0.03081438,1976,
388,Sheller-Globe,Automotive,430.4,14.8,0.034386617,1976,
76,Bendix,Automotive,2480.9,75.8,0.030553428,1975,
499,Sheller-Globe,Automotive,286.8,7.6,0.026499303,1975,
61,Bendix,Automotive,2229.5,68.7,0.030814084,1974,
455,Sheller-Globe,Automotive,284.1,7.9,0.02780711,1974,
71,Bendix,Automotive,1776.5,56.4,0.031747819,1973,
465,Sheller-Globe,Automotive,229.3,5.5,0.023986044,1973,
71,Bendix,Automotive,1612.8,42.1,0.026103671,1972,
458,Sheller-Globe,Automotive,204,5,0.024509804,1972,
75,Bendix,Automotive,1442.9,24.1,0.016702474,1971,
445,Sheller-Globe,Automotive,201,4.5,0.02238806,1971,
72,Bendix,Automotive,1467.9,56.2,0.038285987,1970,
414,Sheller-Globe,Automotive,209.3,8.6,0.041089345,1970,
482,Warner & Swasey,Automotive,167,10.8,0.064670659,1970,
64,Bendix,Automotive,1388.7,43.8,0.031540289,1969,
458,Warner & Swasey,Automotive,157.8,18,0.114068441,1969,
61,Bendix,Automotive,1274,43.7,0.034301413,1968,
463,Warner & Swasey,Automotive,146.8,13.1,0.089237057,1968,
69,Bendix,Automotive,1051.5,38.7,0.036804565,1967,
189,Mack Trucks,Automotive,411.8,13.7,0.033268577,1967,
481,Warner & Swasey,Automotive,135.5,12.3,0.090774908,1967,
488,Sheller-Globe,Automotive,132.9,6,0.045146727,1967,
89,Bendix,Automotive,754.4,28.2,0.0373807,1966,
184,Mack Trucks,Automotive,368.4,4.3,0.011672096,1966,
465,Wagner Electric,Automotive,120.9,4,0.033085194,1966,
484,Warner & Swasey,Automotive,113.9,11.1,0.097453907,1966,
78,Bendix,Automotive,742.3,23.9,0.032197225,1965,
200,Mack Trucks,Automotive,300.2,3.4,0.011325783,1965,
463,Wagner Electric,Automotive,108,2.9,0.026851852,1965,
63,Bendix,Automotive,813.1,22.2,0.027302915,1964,
181,Mack Trucks,Automotive,305.9,8.6,0.028113763,1964,
445,Wagner Electric,Automotive,103.9,2.6,0.025024062,1964,
60,Bendix,Automotive,794.2,22.5,0.028330395,1963,
199,Mack Trucks,Automotive,264.7,8.6,0.032489611,1963,
419,Wagner Electric,Automotive,106.1,3.5,0.032987747,1963,
59,Bendix,Automotive,758,24,0.031662269,1962,
212,Mack Trucks,Automotive,226.8,3,0.013227513,1962,
413,Wagner Electric,Automotive,96.8,3.4,0.035123967,1962,
53,Bendix,Automotive,787,26.2,0.033290978,1961,
183,Mack Trucks,Automotive,260.1,11.2,0.043060361,1961,
376,Wagner Electric,Automotive,105.7,4.2,0.039735099,1961,
62,Bendix,Automotive,683.8,27.4,0.040070196,1960,
152,Mack Trucks,Automotive,297.4,15.8,0.053127102,1960,
361,Wagner Electric,Automotive,111.4,6.5,0.058348294,1960,
58,Bendix,Automotive,619.1,21.2,0.034243256,1959,
61,Caterpillar,Automotive,,32.2,0.055023923,1959,
165,Mack Trucks,Automotive,253.8,7.8,0.030732861,1959,
391,Wagner Electric,Automotive,85,4.2,0.049411765,1959,
51,Bendix,Automotive,707,27.5,0.038896747,1958,
161,Mack Trucks,Automotive,263.7,13.2,0.050056883,1958,
379,Wagner Electric,Automotive,95.1,6,0.063091483,1958,
65,Bendix,Automotive,581.4,24.3,0.041795666,1957,
158,Mack Trucks,Automotive,254.2,12.1,0.047600315,1957,
343,Wagner Electric,Automotive,100.7,6.2,0.061569017,1957,
58,Bendix,Automotive,567.2,25.9,0.045662906,1956,
183,Mack Trucks,Automotive,194.3,7.8,0.040144107,1956,
325,Wagner Electric,Automotive,92.3,4.7,0.05092091,1956,
46,Bendix,Automotive,607.7,25.5,0.041961494,1955,
258,Mack Trucks,Automotive,120.3,1.3,0.010806318,1955,
338,Wagner Electric,Automotive,82.2,1.9,0.023114355,1955,
356,National Automotive Fibers,Automotive And Industrial Materials,83.5,2.2,0.026347305,1956,
447,National Automotive Fibers,Automotive And Industrial Materials,56.7,-0.5,-0.008818342,1955,
464,Baroid,Automotive And Tire Retreading,648.1,17.7,0.0273106,1993,
491,Bandag,Automotive And Tire Retreading,602.4,82.8,0.137450199,1993,
426,Baroid,Automotive And Tire Retreading,708.1,1.1,0.001553453,1992,
470,Bandag,Automotive And Tire Retreading,593.9,79.6,0.134029298,1992,
459,Standard Coil Products,Automotive Components,60.5,-0.3,-0.004958678,1956,
371,Standard Coil Products,Automotive Components,72.9,2.9,0.039780521,1955,
222,Continental,Automotive Industry,,-602.9,-0.11674832,1995,
320,Mark Iv Industries,Automotive Industry,1222,42.2,0.034533552,1994,
360,First Brands,Automotive Industry,1041.9,52.7,0.05058067,1994,
386,Dexter,Automotive Industry,887.1,24.2,0.027279901,1994,
420,Standard Products,Automotive Industry,763.8,22.6,0.029588898,1994,
495,Carpenter Body Company,Automotive Industry,619,21,0.033925687,1994,
323,Mark Iv Industries,Automotive Industry,1145.6,26.4,0.023044693,1993,
360,First Brands,Automotive Industry,988.5,23.4,0.023672231,1993,
366,Dexter,Automotive Industry,957.6,38.2,0.039891395,1993,
459,Standard Products,Automotive Industry,657.7,23.3,0.035426486,1993,
321,First Brands,Automotive Industry,1073,46.2,0.04305685,1992,
347,Dexter,Automotive Industry,944.5,-7.1,-0.007517205,1992,
349,Mark Iv Industries,Automotive Industry,937.3,25.6,0.027312493,1992,
453,Standard Products,Automotive Industry,638.2,-45.6,-0.071450956,1992,
331,First Brands,Automotive Industry,1086.6,49.6,0.045646972,1991,
359,Mark Iv Industries,Automotive Industry,920.2,71.6,0.077809172,1991,
360,Dexter,Automotive Industry,920.2,42.1,0.045750924,1991,
446,Standard Products,Automotive Industry,653.3,11.8,0.018062146,1991,
309,First Brands,Automotive Industry,1207.1,61,0.050534338,1990,
371,Dexter,Automotive Industry,858.9,43,0.050064035,1990,
409,Mark Iv Industries,Automotive Industry,742.3,22.8,0.030715344,1990,
493,Standard Products,Automotive Industry,559.9,28.7,0.051259153,1990,
369,Dexter,Automotive Industry,827,36,0.043530834,1989,
374,Champion Spark Plug,Automotive Industry,785,24,0.030573248,1989,
493,Standard Products,Automotive Industry,508,34,0.066929134,1989,
329,Champion Spark Plug,Automotive Industry,996,19,0.019076305,1988,
370,Dexter,Automotive Industry,783,43,0.054916986,1988,
458,Stanadyne,Automotive Industry,544,42,0.077205882,1988,
497,Standard Products,Automotive Industry,465,32,0.068817204,1988,
113,American Motors,Automotive Industry,3462.5,-91.3,-0.026368231,1987,
333,Champion Spark Plug,Automotive Industry,883.8,17.2,0.019461417,1987,
396,Dexter,Automotive Industry,650.1,33.6,0.051684356,1987,
473,Stanadyne,Automotive Industry,492.8,21.1,0.042816558,1987,
492,Standard Products,Automotive Industry,433.2,27.2,0.06278855,1987,
98,American Motors,Automotive Industry,4039.9,-125.3,-0.031015619,1986,
352,Champion Spark Plug,Automotive Industry,829.4,15.2,0.018326501,1986,
404,Dexter,Automotive Industry,633.3,28.6,0.045160272,1986,
438,Guardian Industries,Automotive Industry,552.2,0,0,1986,
472,Stanadyne,Automotive Industry,484.2,30.5,0.0629905,1986,
91,American Motors,Automotive Industry,4215.2,15.5,0.003677168,1985,
347,Champion Spark Plug,Automotive Industry,816.5,27.3,0.033435395,1985,
409,Dexter,Automotive Industry,625.2,29.7,0.047504798,1985,
444,Guardian Industries,Automotive Industry,536.9,39.8,0.074129261,1985,
471,Stanadyne,Automotive Industry,470.7,33.5,0.071170597,1985,
105,American Motors,Automotive Industry,3565.9,-146.7,-0.041139684,1984,
354,Champion Spark Plug,Automotive Industry,764.4,27,0.035321821,1984,
431,Dexter,Automotive Industry,561.4,27.3,0.048628429,1984,
468,Guardian Industries,Automotive Industry,469.3,38.1,0.081184743,1984,
139,American Motors,Automotive Industry,2878.4,-153.5,-0.053328238,1983,
345,Champion Spark Plug,Automotive Industry,783.7,26.8,0.034196759,1983,
439,Dexter,Automotive Industry,522.2,24.5,0.04691689,1983,
162,American Motors,Automotive Industry,2588.9,-136.6,-0.052763722,1982,
354,Champion Spark Plug,Automotive Industry,818.6,30.3,0.037014415,1982,
463,Dexter,Automotive Industry,523.1,26.5,0.05065953,1982,
155,American Motors,Automotive Industry,2552.6,-197.5,-0.077372091,1981,
351,Champion Spark Plug,Automotive Industry,799.8,36.9,0.046136534,1981,
461,Dexter,Automotive Industry,535,25.7,0.048037383,1981,
109,American Motors,Automotive Industry,3117,83.9,0.026916907,1980,
325,Champion Spark Plug,Automotive Industry,806.5,56.9,0.070551767,1980,
470,Dexter,Automotive Industry,456.9,24.5,0.053622237,1980,
496,Stanadyne,Automotive Industry,415.4,20.9,0.050312951,1980,
109,American Motors,Automotive Industry,2585.4,36.7,0.014195096,1979,
333,Champion Spark Plug,Automotive Industry,692.6,55.3,0.079844066,1979,
479,Houdaille Industries,Automotive Industry,409.6,28.5,0.069580078,1979,
110,American Motors,Automotive Industry,2236.9,8.3,0.003710492,1978,
343,Inmont,Automotive Industry,599,25.2,0.042070117,1978,
362,Champion Spark Plug,Automotive Industry,569.4,49.6,0.087109238,1978,
469,Houdaille Industries,Automotive Industry,385.8,27.1,0.07024365,1978,
94,American Motors,Automotive Industry,2315.5,-46.3,-0.019995681,1977,
350,Inmont,Automotive Industry,534.3,20.1,0.037619315,1977,
362,Champion Spark Plug,Automotive Industry,513.8,45.3,0.088166602,1977,
496,Houdaille Industries,Automotive Industry,332.8,24.8,0.074519231,1977,
87,American Motors,Automotive Industry,2282.2,-27.5,-0.012049777,1976,
371,Champion Spark Plug,Automotive Industry,458.2,46.7,0.101920559,1976,
374,Inmont,Automotive Industry,451.6,11.6,0.025686448,1976,
93,American Motors,Automotive Industry,2000.2,27.5,0.013748625,1975,
359,Inmont,Automotive Industry,469.5,14.2,0.030244941,1975,
382,Champion Spark Plug,Automotive Industry,435.4,47.4,0.108865411,1975,
464,Houdaille Industries,Automotive Industry,317.7,18.2,0.057286749,1975,
88,American Motors,Automotive Industry,1739,86,0.049453709,1974,
281,Kelsey-Hayes,Automotive Industry,538.7,11.3,0.020976425,1974,
342,Champion Spark Plug,Automotive Industry,419.2,51.7,0.123330153,1974,
347,Inmont,Automotive Industry,413.6,11.3,0.027321083,1974,
439,Houdaille Industries,Automotive Industry,305.2,17.2,0.056356488,1974,
479,Maremont,Automotive Industry,262.8,12.8,0.04870624,1974,
101,American Motors,Automotive Industry,1403.8,30.2,0.021513036,1973,
281,Kelsey-Hayes,Automotive Industry,453.7,7.4,0.016310337,1973,
325,Champion Spark Plug,Automotive Industry,367.4,39.8,0.108328797,1973,
333,Inmont,Automotive Industry,357.1,8.3,0.023242789,1973,
423,Maremont,Automotive Industry,270.7,11.3,0.041743628,1973,
447,Houdaille Industries,Automotive Industry,247.4,12.8,0.051738076,1973,
105,American Motors,Automotive Industry,1232.6,10.2,0.008275191,1972,
288,Kelsey-Hayes,Automotive Industry,384.5,6,0.015604681,1972,
337,Inmont,Automotive Industry,328.2,5.8,0.017672151,1972,
339,Champion Spark Plug,Automotive Industry,325.9,34.9,0.107088064,1972,
421,Maremont,Automotive Industry,241.1,5.2,0.021567814,1972,
461,Houdaille Industries,Automotive Industry,201.2,8.4,0.041749503,1972,
110,American Motors,Automotive Industry,1089.8,-56.2,-0.051569095,1971,
274,Kelsey-Hayes,Automotive Industry,378.9,5.1,0.013460016,1971,
333,Inmont,Automotive Industry,305.5,-18.4,-0.060229133,1971,
347,Champion Spark Plug,Automotive Industry,290.2,29.8,0.102687802,1971,
401,Maremont,Automotive Industry,238.3,3.2,0.013428452,1971,
462,Houdaille Industries,Automotive Industry,187.9,6.8,0.036189462,1971,
152,American Motors,Automotive Industry,737.4,4.9,0.006644969,1970,
259,Kelsey-Hayes,Automotive Industry,376.7,10.3,0.027342713,1970,
289,Inmont,Automotive Industry,329.5,9.5,0.028831563,1970,
334,Champion Spark Plug,Automotive Industry,277.2,27.4,0.098845599,1970,
392,Maremont,Automotive Industry,230.1,2.4,0.010430248,1970,
420,Houdaille Industries,Automotive Industry,203.2,13.1,0.064468504,1970,
131,American Motors,Automotive Industry,761.1,11.8,0.015503876,1969,
272,Kelsey-Hayes,Automotive Industry,335.3,11.2,0.033402923,1969,
281,Inmont,Automotive Industry,316.9,14.2,0.044809088,1969,
330,Champion Spark Plug,Automotive Industry,253.2,26.2,0.103475513,1969,
365,Maremont,Automotive Industry,225,-3.5,-0.015555556,1969,
386,Houdaille Industries,Automotive Industry,203.5,13.4,0.065847666,1969,
482,Ambac Industries,Automotive Industry,150.5,6.3,0.041860465,1969,
113,American Motors,Automotive Industry,778,-75.8,-0.097429306,1968,
275,Inmont,Automotive Industry,291.9,13.2,0.045220966,1968,
277,Kelsey-Hayes,Automotive Industry,290.7,9.7,0.033367733,1968,
351,Champion Spark Plug,Automotive Industry,204.7,24.6,0.120175867,1968,
379,Maremont,Automotive Industry,186.5,3.3,0.01769437,1968,
386,Houdaille Industries,Automotive Industry,183.4,11.3,0.061613959,1968,
92,American Motors,Automotive Industry,870.4,-12.6,-0.014476103,1967,
275,Kelsey-Hayes,Automotive Industry,282.1,10.4,0.036866359,1967,
278,Inmont,Automotive Industry,280.7,15.4,0.054862843,1967,
397,Houdaille Industries,Automotive Industry,165.5,9.1,0.054984894,1967,
418,Maremont,Automotive Industry,155.3,5.2,0.03348358,1967,
424,Champion Spark Plug,Automotive Industry,153.3,20.9,0.136333986,1967,
63,American Motors,Automotive Industry,990.6,5.2,0.005249344,1966,
260,Inmont,Automotive Industry,263.3,14.7,0.055829852,1966,
285,Kelsey-Hayes,Automotive Industry,239.4,6.1,0.025480368,1966,
379,Houdaille Industries,Automotive Industry,155.6,7.2,0.046272494,1966,
423,Maremont,Automotive Industry,133.4,4.6,0.034482759,1966,
427,Champion Spark Plug,Automotive Industry,131.4,18.6,0.141552511,1966,
55,American Motors,Automotive Industry,1009.5,26.2,0.025953442,1965,
273,Kelsey-Hayes,Automotive Industry,220.6,4.9,0.022212149,1965,
302,Inmont,Automotive Industry,190.9,12.6,0.066003143,1965,
408,Maremont,Automotive Industry,127.3,3.8,0.029850746,1965,
418,Champion Spark Plug,Automotive Industry,124.3,16.7,0.134352373,1965,
427,Houdaille Industries,Automotive Industry,120.3,5.4,0.044887781,1965,
484,Raybestos-Manhattan,Automotive Industry,101.9,5.5,0.053974485,1965,
44,American Motors,Automotive Industry,1132.4,37.8,0.033380431,1964,
249,Garrett,Automotive Industry,225.7,5.5,0.024368631,1964,
269,Kelsey-Hayes,Automotive Industry,199.9,6,0.030015008,1964,
331,Inmont,Automotive Industry,152.2,6.6,0.043363995,1964,
392,Maremont,Automotive Industry,121.4,2.2,0.018121911,1964,
422,Houdaille Industries,Automotive Industry,110.7,4.9,0.044263776,1964,
427,Champion Spark Plug,Automotive Industry,109.3,15,0.137236962,1964,
467,Raybestos-Manhattan,Automotive Industry,95.2,4.4,0.046218487,1964,
477,Gould-National Batteries,Automotive Industry,92.5,4.1,0.044324324,1964,
44,American Motors,Automotive Industry,1056.4,34.2,0.032374101,1963,
246,Garrett,Automotive Industry,206.5,5.1,0.024697337,1963,
262,Kelsey-Hayes,Automotive Industry,189.8,5.3,0.027924131,1963,
335,Inmont,Automotive Industry,139.5,5.8,0.041577061,1963,
398,Maremont,Automotive Industry,112.2,4.3,0.038324421,1963,
438,Champion Spark Plug,Automotive Industry,100.4,14.5,0.144422311,1963,
457,Houdaille Industries,Automotive Industry,95.5,3.3,0.034554974,1963,
465,Raybestos-Manhattan,Automotive Industry,93,4.1,0.044086022,1963,
471,Standard Kollsman Industries,Automotive Industry,90,2.3,0.025555556,1963,
476,Gould-National Batteries,Automotive Industry,89.2,4.3,0.048206278,1963,
49,American Motors,Automotive Industry,875.7,23.6,0.026949869,1962,
246,Garrett,Automotive Industry,191,1.7,0.008900524,1962,
260,Kelsey-Hayes,Automotive Industry,175.4,4,0.022805017,1962,
269,Electric Autolite,Automotive Industry,167.8,17.7,0.105482718,1962,
328,Inmont,Automotive Industry,130.7,5,0.038255547,1962,
388,Standard Kollsman Industries,Automotive Industry,104.3,3.2,0.030680729,1962,
411,Champion Spark Plug,Automotive Industry,97.4,14.8,0.151950719,1962,
455,Raybestos-Manhattan,Automotive Industry,86,3.2,0.037209302,1962,
481,Houdaille Industries,Automotive Industry,81.5,3.2,0.039263804,1962,
485,Gould-National Batteries,Automotive Industry,80.1,3.9,0.048689139,1962,
38,American Motors,Automotive Industry,1057.7,48.2,0.045570578,1961,
212,Garrett,Automotive Industry,223.8,5.8,0.025915996,1961,
214,Electric Autolite,Automotive Industry,221.8,5.6,0.025247971,1961,
265,Kelsey-Hayes,Automotive Industry,168.4,3.8,0.022565321,1961,
326,Inmont,Automotive Industry,125.8,5.7,0.045310016,1961,
386,Champion Spark Plug,Automotive Industry,100.6,16.7,0.166003976,1961,
406,Standard Kollsman Industries,Automotive Industry,95.6,3.5,0.036610879,1961,
438,Houdaille Industries,Automotive Industry,87.6,2.8,0.03196347,1961,
465,Raybestos-Manhattan,Automotive Industry,82.1,2.9,0.035322777,1961,
494,Gould-National Batteries,Automotive Industry,73.8,3.7,0.050135501,1961,
500,Maremont,Automotive Industry,72.4,2.6,0.035911602,1961,
47,American Motors,Automotive Industry,869.9,60.3,0.069318312,1960,
223,Electric Autolite,Automotive Industry,201.6,10.1,0.050099206,1960,
224,Kelsey-Hayes,Automotive Industry,201.6,7.1,0.035218254,1960,
232,Garrett,Automotive Industry,193.6,4.8,0.024793388,1960,
329,Inmont,Automotive Industry,122.6,6.6,0.053833605,1960,
375,Champion Spark Plug,Automotive Industry,104.9,16.4,0.156339371,1960,
423,Raybestos-Manhattan,Automotive Industry,88.7,3.9,0.043968433,1960,
460,Houdaille Industries,Automotive Industry,81.3,2.9,0.035670357,1960,
489,Standard Kollsman Industries,Automotive Industry,73.8,1.5,0.020325203,1960,
83,American Motors,Automotive Industry,470.3,26.1,0.055496492,1959,
234,Garrett,Automotive Industry,170.4,4.1,0.024061033,1959,
235,Kelsey-Hayes,Automotive Industry,170.2,3.6,0.021151586,1959,
238,Electric Autolite,Automotive Industry,168.9,2.8,0.016577857,1959,
321,Inmont,Automotive Industry,109.5,4.7,0.042922374,1959,
362,Champion Spark Plug,Automotive Industry,94.3,15.6,0.16542948,1959,
443,Raybestos-Manhattan,Automotive Industry,72.3,1.9,0.026279391,1959,
454,Standard Kollsman Industries,Automotive Industry,69.5,0.6,0.008633094,1959,
474,Gould-National Batteries,Automotive Industry,66.2,3,0.045317221,1959,
112,American Motors,Automotive Industry,362.2,-11.8,-0.032578686,1958,
156,Electric Autolite,Automotive Industry,267.3,9.5,0.035540591,1958,
210,Kelsey-Hayes,Automotive Industry,201.9,8.4,0.041604755,1958,
240,Garrett,Automotive Industry,176.1,4.9,0.027825099,1958,
339,Inmont,Automotive Industry,109.8,3.9,0.035519126,1958,
413,Raybestos-Manhattan,Automotive Industry,82.2,3.5,0.042579075,1958,
423,Houdaille Industries,Automotive Industry,78.7,3.8,0.048284625,1958,
463,Gould-National Batteries,Automotive Industry,70.4,3.1,0.044034091,1958,
87,American Motors,Automotive Industry,408.4,-19.7,-0.048237023,1957,
174,Electric Autolite,Automotive Industry,231.6,2.3,0.009930915,1957,
252,Kelsey-Hayes,Automotive Industry,154.6,7.1,0.045924968,1957,
271,Garrett,Automotive Industry,139,4.8,0.034532374,1957,
316,Inmont,Automotive Industry,111.1,4.7,0.04230423,1957,
388,Raybestos-Manhattan,Automotive Industry,84.6,4.1,0.048463357,1957,
415,Motor Products,Automotive Industry,76,-1.2,-0.015789474,1957,
419,Houdaille Industries,Automotive Industry,75.4,3.1,0.041114058,1957,
454,Gould-National Batteries,Automotive Industry,67.9,3,0.044182622,1957,
496,Motor Wheel,Automotive Industry,61.5,1.4,0.022764228,1957,
81,American Motors,Automotive Industry,441.1,-7,-0.015869417,1956,
117,Electric Autolite,Automotive Industry,296,10.1,0.034121622,1956,
251,Kelsey-Hayes,Automotive Industry,140.8,7.4,0.052556818,1956,
300,Garrett,Automotive Industry,103.4,3.7,0.035783366,1956,
307,Inmont,Automotive Industry,100.5,4.7,0.046766169,1956,
353,Houdaille Industries,Automotive Industry,84.6,2.8,0.033096927,1956,
357,Motor Products,Automotive Industry,83.5,-1.7,-0.020359281,1956,
360,Raybestos-Manhattan,Automotive Industry,82.9,3.7,0.044632087,1956,
380,Motor Wheel,Automotive Industry,78.6,3,0.038167939,1956,
467,Gould-National Batteries,Automotive Industry,59.7,2.6,0.043551089,1956,
76,American Motors,Automotive Industry,400.3,-11.1,-0.027729203,1955,
162,Electric Autolite,Automotive Industry,198.5,0.7,0.003526448,1955,
249,Kelsey-Hayes,Automotive Industry,123.8,5.5,0.044426494,1955,
288,Garrett,Automotive Industry,101.2,2.8,0.027667984,1955,
318,Inmont,Automotive Industry,89.8,3.3,0.03674833,1955,
324,Motor Products,Automotive Industry,87,-1.1,-0.012643678,1955,
393,Raybestos-Manhattan,Automotive Industry,66.8,2.8,0.041916168,1955,
412,Houdaille Industries,Automotive Industry,63.1,1.2,0.019017433,1955,
444,Gould-National Batteries,Automotive Industry,57.2,2.7,0.047202797,1955,
468,Motor Wheel,Automotive Industry,53.9,1.7,0.031539889,1955,
68,Continental Group,Automotive Manufacturing,4942,199,0.040267098,1984,
67,Continental Group,Automotive Manufacturing,4979,180.2,0.036192006,1983,
74,Continental Group,Automotive Manufacturing,5194.4,242.2,0.046627137,1982,
65,Continental Group,Automotive Manufacturing,5119.5,224.8,0.043910538,1981,
72,Continental Group,Automotive Manufacturing,4369.7,189.2,0.043298167,1980,
67,Continental Group,Automotive Manufacturing,3943.9,126.2,0.031998783,1979,
58,Continental Group,Automotive Manufacturing,3660.9,143.8,0.039279958,1978,
56,Continental Group,Automotive Manufacturing,3458.2,118.3,0.034208548,1977,
57,Continental Group,Automotive Manufacturing,3101.9,107.2,0.034559464,1976,
52,Continental Group,Automotive Manufacturing,3087.4,119.4,0.038673317,1975,
51,Continental Group,Automotive Manufacturing,2539.7,95.2,0.037484742,1974,
49,Continental Group,Automotive Manufacturing,2192.7,-39.3,-0.017923108,1973,
43,Continental Group,Automotive Manufacturing,2081.6,72.9,0.035021138,1972,
46,Continental Group,Automotive Manufacturing,2036.5,76.4,0.037515345,1971,
51,Continental Group,Automotive Manufacturing,1780,90.4,0.050786517,1970,
56,Continental Group,Automotive Manufacturing,1507.9,83.5,0.055375025,1969,
52,Continental Group,Automotive Manufacturing,1397.6,78.1,0.055881511,1968,
48,Continental Group,Automotive Manufacturing,1339.2,70.9,0.052942055,1967,
48,Continental Group,Automotive Manufacturing,1225.6,59.2,0.048302872,1966,
45,Continental Group,Automotive Manufacturing,1198.1,48.9,0.040814623,1965,
40,Continental Group,Automotive Manufacturing,1154,40.1,0.0347487,1964,
36,Continental Group,Automotive Manufacturing,1182.9,41,0.03466058,1963,
37,Continental Group,Automotive Manufacturing,1153.3,36.1,0.031301483,1962,
35,Continental Group,Automotive Manufacturing,1117,27.8,0.024888093,1961,
32,Continental Group,Automotive Manufacturing,1146.5,40,0.034888792,1960,
31,Continental Group,Automotive Manufacturing,1080.4,41.4,0.038319141,1959,
35,Continental Group,Automotive Manufacturing,1046.3,41,0.039185702,1958,
31,Continental Group,Automotive Manufacturing,1010.3,43.1,0.042660596,1957,
47,Continental Group,Automotive Manufacturing,666.3,24.2,0.036319976,1956,
45,Continental Group,Automotive Manufacturing,616.2,20.7,0.033592989,1955,
496,Sheller Manufacturing,Automotive Parts,55.6,3.8,0.068345324,1956,
140,Lithia Motors,"Automotive Retailing, Services",31310.9,1000.8,0.03196331,2024,25051
141,Carmax,"Automotive Retailing, Services",31126.4,484.8,0.015575203,2024,30621
146,Penske Automotive Group,"Automotive Retailing, Services",29527.4,1053.2,0.035668565,2024,28000
155,Autonation,"Automotive Retailing, Services",26948.9,1021.1,0.037890229,2024,25300
229,Group 1 Automotive,"Automotive Retailing, Services",17873.7,601.6,0.033658392,2024,16011
281,Asbury Automotive Group,"Automotive Retailing, Services",14802.7,602.5,0.040702034,2024,15000
296,Sonic Automotive,"Automotive Retailing, Services",14372.4,178.2,0.012398764,2024,10500
345,Avis Budget Group,"Automotive Retailing, Services",12008,1632,0.135909394,2024,21250
377,Carvana,"Automotive Retailing, Services",10771,450,0.041778851,2024,13700
417,Hertz Global Holdings,"Automotive Retailing, Services",9371,616,0.065734713,2024,27000
467,Rush Enterprises,"Automotive Retailing, Services",7925,347.1,0.043798107,2024,8449
124,Carmax,"Automotive Retailing, Services",33197,1151,0.034671808,2023,32647
145,Lithia Motors,"Automotive Retailing, Services",28188,1251,0.044380587,2023,21875
147,Penske Automotive Group,"Automotive Retailing, Services",27815,1380,0.049613518,2023,26816
151,Autonation,"Automotive Retailing, Services",26985,1377,0.051028349,2023,23600
252,Group 1 Automotive,"Automotive Retailing, Services",16412,752,0.045820132,2023,15491
268,Asbury Automotive Group,"Automotive Retailing, Services",15434,997,0.064597642,2023,13000
299,Sonic Automotive,"Automotive Retailing, Services",14001,89,0.006356689,2023,10300
308,Carvana,"Automotive Retailing, Services",13604,1587,0.116656866,2023,16600
346,Avis Budget Group,"Automotive Retailing, Services",11994,2764,0.230448558,2023,21500
435,Hertz Global Holdings,"Automotive Retailing, Services",8685,2059,0.237075417,2023,25000
141,Autonation,"Automotive Retailing, Services",25844,1373,0.053126451,2022,22200
142,Penske Automotive Group,"Automotive Retailing, Services",25554.7,1187.8,0.046480687,2022,24797
158,Lithia Motors,"Automotive Retailing, Services",22831.7,1060,0.046426679,2022,21150
174,Carmax,"Automotive Retailing, Services",20092.1,746.9,0.037173815,2022,26889
273,Group 1 Automotive,"Automotive Retailing, Services",13801.7,552.1,0.040002319,2022,13711
290,Carvana,"Automotive Retailing, Services",12814,-135,-0.010535352,2022,21000
300,Sonic Automotive,"Automotive Retailing, Services",12396.4,348.9,0.028145268,2022,10200
360,Asbury Automotive Group,"Automotive Retailing, Services",9837.7,532.4,0.054118341,2022,14200
378,Avis Budget Group,"Automotive Retailing, Services",9313,1285,0.137979169,2022,18500
462,Hertz Global Holdings,"Automotive Retailing, Services",7336,366,0.049890949,2022,23000
475,Camping World Holdings,"Automotive Retailing, Services",6913.8,278.5,0.040281755,2022,12834
136,Carmax,"Automotive Retailing, Services",21424.1,888.4,0.04146732,2021,27050
143,Penske Automotive Group,"Automotive Retailing, Services",20443.9,543.6,0.026589839,2021,23600
145,Autonation,"Automotive Retailing, Services",20390,381.6,0.018715056,2021,21600
